2025-09-07 11:42:09 INFO  c.e.pinkbags.kafka.OrderProducer - ?? Customer 237 already has an incomplete order. Skipping.
2025-09-07 11:47:04 INFO  c.e.pinkbags.kafka.OrderProducer - ?? Customer 296 already has an incomplete order. Skipping.
2025-09-07 11:47:09 INFO  c.e.pinkbags.kafka.OrderProducer - ?? Customer 347 already has an incomplete order. Skipping.
2025-09-07 11:55:56 INFO  c.e.pinkbags.kafka.OrderProducer - ? Created new customer: 354
2025-09-07 11:55:56 INFO  c.e.pinkbags.kafka.OrderProducer - ? Produced order 3044c5bb-8575-487a-865d-cff8640ac263 with 7 items for customer 354
2025-09-07 11:56:00 INFO  c.e.pinkbags.kafka.OrderProducer - ? Created new customer: 355
2025-09-07 11:56:00 INFO  c.e.pinkbags.kafka.OrderProducer - ? Produced order 9442ee6d-da61-4879-b473-1c52f89edc84 with 6 items for customer 355
2025-09-07 11:56:05 INFO  c.e.pinkbags.kafka.OrderProducer - ? Created new customer: 356
2025-09-07 11:56:05 INFO  c.e.pinkbags.kafka.OrderProducer - ? Produced order 27a9b5d5-244d-45e1-bd89-488d2e7f97eb with 6 items for customer 356
2025-09-07 11:56:10 INFO  c.e.pinkbags.kafka.OrderProducer - ? Created new customer: 357
2025-09-07 11:56:10 INFO  c.e.pinkbags.kafka.OrderProducer - ? Produced order e169927c-0fd0-4a77-b40e-bbe350d26538 with 3 items for customer 357
2025-09-07 11:56:15 INFO  c.e.pinkbags.kafka.OrderProducer - ?? Customer 356 already has an incomplete order. Skipping.
2025-09-07 11:56:20 INFO  c.e.pinkbags.kafka.OrderProducer - ? Created new customer: 358
2025-09-07 11:56:20 INFO  c.e.pinkbags.kafka.OrderProducer - ? Produced order 7d1d1d20-340d-4e2e-b5d6-5b26301c7e2a with 12 items for customer 358
2025-09-07 11:56:25 INFO  c.e.pinkbags.kafka.OrderProducer - ? Created new customer: 359
2025-09-07 11:56:25 INFO  c.e.pinkbags.kafka.OrderProducer - ? Produced order 6f749d0d-ce66-4ea4-ada5-1371ac59abe6 with 10 items for customer 359
2025-09-07 11:56:30 INFO  c.e.pinkbags.kafka.OrderProducer - ? Created new customer: 360
2025-09-07 11:56:30 INFO  c.e.pinkbags.kafka.OrderProducer - ? Produced order 79b24c62-0599-4a9b-941d-81d1a470eda9 with 9 items for customer 360
2025-09-07 11:56:35 INFO  c.e.pinkbags.kafka.OrderProducer - ?? Customer 357 already has an incomplete order. Skipping.
2025-09-07 11:56:40 INFO  c.e.pinkbags.kafka.OrderProducer - ? Created new customer: 361
2025-09-07 11:56:40 INFO  c.e.pinkbags.kafka.OrderProducer - ? Produced order 825dcd94-effc-44a2-bc6a-23003d57401d with 12 items for customer 361
2025-09-07 11:56:45 INFO  c.e.pinkbags.kafka.OrderProducer - ? Created new customer: 362
2025-09-07 11:56:45 INFO  c.e.pinkbags.kafka.OrderProducer - ? Produced order 661ec269-607c-444c-921d-60f220ada9e4 with 11 items for customer 362
2025-09-07 11:56:50 INFO  c.e.pinkbags.kafka.OrderProducer - ? Created new customer: 363
2025-09-07 11:56:50 INFO  c.e.pinkbags.kafka.OrderProducer - ? Produced order 4e79af30-88b8-41f1-92d7-f01010f0c958 with 1 items for customer 363
2025-09-07 12:06:53 INFO  c.e.pinkbags.kafka.OrderProducer - ? Created new customer: 364
2025-09-07 12:06:53 INFO  c.e.pinkbags.kafka.OrderProducer - ? Produced order 02f73168-a72b-4cf4-b95f-e0795423589e with 7 items for customer 364
2025-09-07 12:06:57 INFO  c.e.pinkbags.kafka.OrderProducer - ? Created new customer: 365
2025-09-07 12:06:57 INFO  c.e.pinkbags.kafka.OrderProducer - ? Produced order 6310622f-950c-440f-b98c-c8ed588bdac8 with 2 items for customer 365
2025-09-07 12:07:02 INFO  c.e.pinkbags.kafka.OrderProducer - ? Created new customer: 366
2025-09-07 12:07:02 INFO  c.e.pinkbags.kafka.OrderProducer - ? Produced order 24ce30b1-cd7a-41d2-a6bc-4e128ca9904f with 5 items for customer 366
2025-09-07 12:07:07 INFO  c.e.pinkbags.kafka.OrderProducer - ? Created new customer: 367
2025-09-07 12:07:07 INFO  c.e.pinkbags.kafka.OrderProducer - ? Produced order 23861381-7fcf-4c6f-9e77-b832f6863fb6 with 15 items for customer 367
2025-09-07 12:07:17 INFO  c.e.pinkbags.kafka.OrderProducer - ? Created new customer: 369
2025-09-07 12:07:17 INFO  c.e.pinkbags.kafka.OrderProducer - ? Produced order e2335fd8-bf6e-48ab-98e9-093127e86317 with 18 items for customer 369
2025-09-07 12:07:22 INFO  c.e.pinkbags.kafka.OrderProducer - ? Created new customer: 370
2025-09-07 12:07:22 INFO  c.e.pinkbags.kafka.OrderProducer - ? Produced order 85030f8a-cfe2-475f-b154-cc56ee18efe6 with 20 items for customer 370
2025-09-07 12:07:27 INFO  c.e.pinkbags.kafka.OrderProducer - ? Created new customer: 371
2025-09-07 12:07:27 INFO  c.e.pinkbags.kafka.OrderProducer - ? Produced order fa814f3f-bb1e-41be-82e5-d1341aa1703f with 11 items for customer 371
2025-09-07 12:08:35 INFO  c.e.pinkbags.kafka.OrderProducer - ?? Customer 367 already has an incomplete order. Skipping.
2025-09-07 12:08:39 INFO  c.e.pinkbags.kafka.OrderProducer - ?? Customer 357 already has an incomplete order. Skipping.
2025-09-07 12:11:28 INFO  c.e.pinkbags.kafka.OrderProducer - ?? Customer 355 already has an incomplete order. Skipping.
2025-09-07 12:11:32 INFO  c.e.pinkbags.kafka.OrderProducer - ? Created new customer: 372
2025-09-07 12:11:33 INFO  c.e.pinkbags.kafka.OrderProducer - ? Produced order 726080fb-276a-4fd5-88c0-39041989208c with 16 items for customer 372
2025-09-07 12:11:37 INFO  c.e.pinkbags.kafka.OrderProducer - ?? Customer 357 already has an incomplete order. Skipping.
2025-09-07 12:11:42 INFO  c.e.pinkbags.kafka.OrderProducer - ?? Customer 363 already has an incomplete order. Skipping.
2025-09-07 12:11:47 INFO  c.e.pinkbags.kafka.OrderProducer - ? Created new customer: 373
2025-09-07 12:11:48 INFO  c.e.pinkbags.kafka.OrderProducer - ? Produced order 29ae95c5-f788-44af-924f-786a431e0638 with 14 items for customer 373
2025-09-07 12:11:52 INFO  c.e.pinkbags.kafka.OrderProducer - ?? Customer 363 already has an incomplete order. Skipping.
2025-09-07 12:11:57 INFO  c.e.pinkbags.kafka.OrderProducer - ? Created new customer: 374
2025-09-07 12:11:57 INFO  c.e.pinkbags.kafka.OrderProducer - ? Produced order 714445fb-843b-4ed0-a10a-da86a9c8e385 with 5 items for customer 374
2025-09-07 12:12:02 INFO  c.e.pinkbags.kafka.OrderProducer - ?? Customer 356 already has an incomplete order. Skipping.
2025-09-07 12:12:07 INFO  c.e.pinkbags.kafka.OrderProducer - ? Created new customer: 375
2025-09-07 12:12:07 INFO  c.e.pinkbags.kafka.OrderProducer - ? Produced order 714ce0ae-eb3c-4c54-bc6d-08ff600af73d with 5 items for customer 375
2025-09-07 12:12:12 INFO  c.e.pinkbags.kafka.OrderProducer - ? Created new customer: 376
2025-09-07 12:12:12 INFO  c.e.pinkbags.kafka.OrderProducer - ? Produced order e099b117-1e3b-467e-a02b-85a9765cc905 with 4 items for customer 376
2025-09-07 12:12:17 INFO  c.e.pinkbags.kafka.OrderProducer - ?? Customer 364 already has an incomplete order. Skipping.
2025-09-07 12:12:22 INFO  c.e.pinkbags.kafka.OrderProducer - ?? Customer 366 already has an incomplete order. Skipping.
2025-09-07 12:12:27 INFO  c.e.pinkbags.kafka.OrderProducer - ? Created new customer: 377
2025-09-07 12:12:27 INFO  c.e.pinkbags.kafka.OrderProducer - ? Produced order 21098020-bc0d-4d06-a31b-5bf8640a05ed with 7 items for customer 377
2025-09-07 12:12:32 INFO  c.e.pinkbags.kafka.OrderProducer - ? Created new customer: 378
2025-09-07 12:12:32 INFO  c.e.pinkbags.kafka.OrderProducer - ? Produced order 0c0ba1fa-264a-4021-b25f-e9bafe69c5c1 with 4 items for customer 378
